Player,Team,Phase,Opponent,Venue,Season,Match Result,Role_x,Runs Scored,Balls Faced,Strike Rate,Economy Rate,Wickets Taken,Dot Ball Percentage,Performance vs Team,Bowling Economy vs Team,Rolling Strike Rate,Rolling Economy Rate,Consistency Score,Role_y
KL Rahul,Kings XI Punjab,Powerplay,Rajasthan Royals,Holkar Cricket Stadium,2018,Win,Batter,18.0,17.0,105.88,0.0,0.0,52.94,105.8823529,0.0,125.458,0.0,59.80915732,Batter
KL Rahul,Kings XI Punjab,Powerplay,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,2019,Loss,Batter,4.0,13.0,30.77,0.0,0.0,69.23,30.76923077,0.0,82.426,0.0,59.80915732,Batter
KL Rahul,Kings XI Punjab,Powerplay,Rajasthan Royals,Sawai Mansingh Stadium,2018,Loss,Batter,31.0,29.0,208.0,0.0,0.0,131.0,208.0,0.0,182.178,0.0,119.61831464,Batter
KL Rahul,Kings XI Punjab,Powerplay,Rajasthan Royals,Sharjah Cricket Stadium,2020/21,Loss,Batter,26.0,18.0,144.44,0.0,0.0,27.78,144.4444444,0.0,117.566,0.0,59.80915732,Batter
KL Rahul,Kings XI Punjab,Powerplay,Rajasthan Royals,Sheikh Zayed Stadium,2020/21,Loss,Batter,21.0,20.0,105.0,0.0,0.0,60.0,105.0,0.0,119.368,0.0,59.80915732,Batter
KL Rahul,Kings XI Punjab,Powerplay,Royal Challengers Bangalore,Dubai International Cricket Stadium,2020/21,Loss,Batter,23.0,18.0,127.78,0.0,0.0,44.44,127.7777778,0.0,130.318,0.0,59.80915732,Batter
KL Rahul,Kings XI Punjab,Powerplay,Royal Challengers Bangalore,Holkar Cricket Stadium,2018,Loss,Batter,21.0,15.0,140.0,0.0,0.0,66.67,140.0,0.0,133.458,0.0,59.80915732,Batter
KL Rahul,Kings XI Punjab,Powerplay,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2018,Loss,Batter,56.0,34.0,331.43,0.0,0.0,112.14,331.4285714,0.0,318.544,0.0,119.61831464,Batter
KL Rahul,Kings XI Punjab,Powerplay,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,2019,Loss,Batter,12.0,13.0,92.31,0.0,0.0,53.85,92.30769231,0.0,96.888,0.0,59.80915732,Batter
KL Rahul,Kings XI Punjab,Powerplay,Royal Challengers Bangalore,Sharjah Cricket Stadium,2020/21,Win,Batter,25.0,20.0,125.0,0.0,0.0,45.0,125.0,0.0,117.01,0.0,59.80915732,Batter
KL Rahul,Kings XI Punjab,Powerplay,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020/21,Loss,Batter,32.0,32.0,196.86,0.0,0.0,87.85,196.86274513,0.0,257.094,0.0,119.61831464,Batter
KL Rahul,Kings XI Punjab,Powerplay,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,2018,Loss,Batter,25.0,29.0,169.12,0.0,0.0,108.82,169.11764706,0.0,282.916,0.0,119.61831464,Batter
KL Rahul,Kings XI Punjab,Powerplay,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2018,Win,Batter,55.0,48.0,234.39999999999998,0.0,0.0,94.71000000000001,234.39153439999998,0.0,243.45800000000003,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Win,Batter,5.0,3.0,166.67,0.0,0.0,33.33,166.6666667,0.0,124.36,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Delhi Capitals,"Wankhede Stadium, Mumbai",2022,Loss,Batter,21.0,9.0,233.33,0.0,0.0,11.11,233.3333333,0.0,182.518,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Win,Batter,8.0,12.0,66.67,0.0,0.0,41.67,66.66666667,0.0,174.804,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,15.0,7.0,214.29,0.0,0.0,0.0,214.2857143,0.0,148.104,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Mumbai Indians,"Brabourne Stadium, Mumbai",2022,Loss,Batter,22.0,17.0,129.41,0.0,0.0,29.41,129.4117647,0.0,128.104,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Mumbai Indians,"Wankhede Stadium, Mumbai",2022,Loss,Batter,31.0,14.0,238.46,0.0,0.0,115.38,238.4615385,0.0,257.66200000000003,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,18.0,12.0,150.0,0.0,0.0,33.33,150.0,0.0,168.804,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Loss,Batter,3.0,3.0,100.0,0.0,0.0,33.33,100.0,0.0,96.668,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2024,Win,Batter,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,83.334,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Win,Batter,0.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,137.692,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Royal Challengers Bangalore,"Eden Gardens, Kolkata",2022,Win,Batter,14.0,9.0,155.56,0.0,0.0,33.33,155.5555556,0.0,162.28,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Death Overs,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,18.0,10.0,180.0,0.0,0.0,20.0,180.0,0.0,161.882,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Win,Batter,43.0,32.0,134.38,0.0,0.0,28.12,134.375,0.0,99.146,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Chennai Super Kings,"Brabourne Stadium, Mumbai",2022,Win,Batter,21.0,12.0,175.0,0.0,0.0,16.67,175.0,0.0,120.134,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Win,Batter,1.0,5.0,20.0,0.0,0.0,80.0,20.0,0.0,85.5,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Loss,Batter,9.0,8.0,112.5,0.0,0.0,37.5,112.5,0.0,101.646,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022,Win,Batter,14.0,13.0,107.69,0.0,0.0,38.46,107.6923077,0.0,144.518,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Delhi Capitals,"Wankhede Stadium, Mumbai",2022,Loss,Batter,38.0,29.0,131.03,0.0,0.0,24.14,131.0344828,0.0,118.816,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,49.0,48.0,205.56,0.0,0.0,50.0,205.5555556,0.0,230.76999999999998,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Win,Batter,6.0,4.0,150.0,0.0,0.0,25.0,150.0,0.0,131.258,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,35.0,26.0,134.62,0.0,0.0,23.08,134.6153846,0.0,152.692,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Kolkata Knight Riders,"Eden Gardens, Kolkata",2024,Loss,Batter,16.0,14.0,114.29,0.0,0.0,28.57,114.2857143,0.0,129.304,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Win,Batter,3.0,3.0,100.0,0.0,0.0,33.33,100.0,0.0,120.488,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Mumbai Indians,"Brabourne Stadium, Mumbai",2022,Loss,Batter,54.0,26.0,207.69,0.0,0.0,15.38,207.6923077,0.0,138.814,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Mumbai Indians,"Wankhede Stadium, Mumbai",2022,Loss,Batter,90.0,63.0,283.57,0.0,0.0,62.86,283.5714285,0.0,259.73400000000004,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,36.0,30.0,120.0,0.0,0.0,30.0,120.0,0.0,124.128,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Loss,Batter,53.0,30.0,176.67,0.0,0.0,20.0,176.6666667,0.0,128.946,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2023,Loss,Batter,63.0,41.0,307.41999999999996,0.0,0.0,30.22,307.4175824,0.0,227.39799999999997,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",2022,Win,Batter,5.0,6.0,83.33,0.0,0.0,66.67,83.33333333,0.0,141.666,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Royal Challengers Bangalore,"Eden Gardens, Kolkata",2022,Win,Batter,39.0,33.0,118.18,0.0,0.0,24.24,118.1818182,0.0,114.148,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",2023,Win,Batter,7.0,8.0,87.5,0.0,0.0,12.5,87.5,0.0,111.786,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Win,Batter,17.0,17.0,100.0,0.0,0.0,35.29,100.0,0.0,120.492,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,33.0,26.0,126.92,0.0,0.0,23.08,126.9230769,0.0,132.05,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Middle Overs,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,Loss,Batter,10.0,9.0,111.11,0.0,0.0,33.33,111.1111111,0.0,130.414,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Win,Batter,34.0,20.0,170.0,0.0,0.0,40.0,170.0,0.0,143.23,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Chennai Super Kings,"Brabourne Stadium, Mumbai",2022,Win,Batter,19.0,14.0,135.71,0.0,0.0,50.0,135.7142857,0.0,219.68,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Win,Batter,35.0,27.0,260.44,0.0,0.0,80.22,260.43956049999997,0.0,256.606,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2024,Win,Batter,5.0,3.0,166.67,0.0,0.0,33.33,166.6666667,0.0,127.564,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,38.0,26.0,280.96,0.0,0.0,89.28999999999999,280.95238097,0.0,210.192,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022,Win,Batter,10.0,12.0,83.33,0.0,0.0,41.67,83.33333333,0.0,122.872,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Delhi Capitals,"Wankhede Stadium, Mumbai",2022,Loss,Batter,18.0,18.0,100.0,0.0,0.0,44.44,100.0,0.0,95.196,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,44.0,32.0,265.58,0.0,0.0,75.30000000000001,265.5870445,0.0,216.642,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022,Win,Batter,8.0,17.0,47.06,0.0,0.0,70.59,47.05882353,0.0,109.286,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Gujarat Titans,"Wankhede Stadium, Mumbai",2022,Loss,Batter,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,70.91,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Win,Batter,19.0,19.0,100.0,0.0,0.0,42.11,100.0,0.0,151.73,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,18.0,18.0,100.0,0.0,0.0,50.0,100.0,0.0,101.334,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Kolkata Knight Riders,"Eden Gardens, Kolkata",2024,Loss,Batter,23.0,15.0,153.33,0.0,0.0,40.0,153.3333333,0.0,125.528,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Win,Batter,25.0,21.0,119.05,0.0,0.0,52.38,119.047619,0.0,142.206,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Mumbai Indians,"Brabourne Stadium, Mumbai",2022,Loss,Batter,27.0,20.0,135.0,0.0,0.0,40.0,135.0,0.0,220.68,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Mumbai Indians,"Wankhede Stadium, Mumbai",2022,Loss,Batter,37.0,32.0,238.46,0.0,0.0,91.09,238.4615385,0.0,172.122,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,35.0,28.0,261.11,0.0,0.0,78.89,261.1111111,0.0,225.33999999999997,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",2022,Loss,Batter,6.0,11.0,54.55,0.0,0.0,72.73,54.54545455,0.0,100.196,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2023,Loss,Batter,12.0,9.0,133.33,0.0,0.0,55.56,133.3333333,0.0,120.452,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Loss,Batter,20.0,19.0,105.26,0.0,0.0,47.37,105.2631579,0.0,116.4,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Rajasthan Royals,"Brabourne Stadium, Mumbai",2022,Win,Batter,10.0,19.0,52.63,0.0,0.0,73.68,52.63157895,0.0,157.872,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2023,Loss,Batter,34.0,35.0,193.75,0.0,0.0,120.39,193.75,0.0,233.00400000000002,0.0,119.61831464,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Rajasthan Royals,"Wankhede Stadium, Mumbai",2022,Win,Batter,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,50.91,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",2022,Win,Batter,25.0,20.0,125.0,0.0,0.0,35.0,125.0,0.0,99.192,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Royal Challengers Bangalore,"Eden Gardens, Kolkata",2022,Win,Batter,26.0,17.0,152.94,0.0,0.0,41.18,152.9411765,0.0,116.54,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",2023,Win,Batter,11.0,12.0,91.67,0.0,0.0,33.33,91.66666667,0.0,109.468,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",2024,Loss,Batter,20.0,15.0,133.33,0.0,0.0,40.0,133.3333333,0.0,132.194,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Win,Batter,18.0,15.0,120.0,0.0,0.0,40.0,120.0,0.0,91.134,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,17.0,14.0,121.43,0.0,0.0,28.57,121.4285714,0.0,96.478,0.0,59.80915732,Batter
KL Rahul,Lucknow Super Giants,Powerplay,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,Loss,Batter,19.0,24.0,79.17,0.0,0.0,50.0,79.16666667,0.0,117.076,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Death Overs,Kolkata Knight Riders,Dubai International Cricket Stadium,2021,Win,Batter,13.0,10.0,130.0,0.0,0.0,30.0,130.0,0.0,119.598,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Death Overs,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Win,Batter,11.0,3.0,366.67,0.0,0.0,0.0,366.6666667,0.0,176.682,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Death Overs,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021,Loss,Batter,27.0,13.0,207.69,0.0,0.0,23.08,207.6923077,0.0,231.738,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Death Overs,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",2021,Loss,Batter,31.0,12.0,258.33,0.0,0.0,0.0,258.3333333,0.0,218.348,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Middle Overs,Chennai Super Kings,Dubai International Cricket Stadium,2021,Win,Batter,60.0,28.0,214.29,0.0,0.0,25.0,214.2857143,0.0,116.786,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Middle Overs,Delhi Capitals,"Wankhede Stadium, Mumbai",2021,Loss,Batter,38.0,27.0,140.74,0.0,0.0,33.33,140.7407407,0.0,107.256,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Middle Overs,Kolkata Knight Riders,Dubai International Cricket Stadium,2021,Win,Batter,40.0,30.0,133.33,0.0,0.0,16.67,133.3333333,0.0,124.404,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Middle Overs,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Win,Batter,25.0,28.0,89.29,0.0,0.0,35.71,89.28571429,0.0,130.06,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Middle Overs,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",2021,Loss,Batter,1.0,2.0,50.0,0.0,0.0,50.0,50.0,0.0,100.358,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Middle Overs,Rajasthan Royals,Dubai International Cricket Stadium,2021,Win,Batter,17.0,16.0,106.25,0.0,0.0,31.25,106.25,0.0,131.368,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Middle Overs,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021,Loss,Batter,49.0,25.0,196.0,0.0,0.0,12.0,196.0,0.0,128.598,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Middle Overs,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",2021,Loss,Batter,42.0,24.0,175.0,0.0,0.0,16.67,175.0,0.0,143.632,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Middle Overs,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,Win,Batter,13.0,16.0,81.25,0.0,0.0,31.25,81.25,0.0,117.024,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Chennai Super Kings,Dubai International Cricket Stadium,2021,Win,Batter,38.0,19.0,200.0,0.0,0.0,36.84,200.0,0.0,140.192,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Chennai Super Kings,"Wankhede Stadium, Mumbai",2021,Loss,Batter,5.0,7.0,71.43,0.0,0.0,71.43,71.42857143,0.0,96.354,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Delhi Capitals,"Wankhede Stadium, Mumbai",2021,Loss,Batter,23.0,24.0,95.83,0.0,0.0,54.17,95.83333333,0.0,99.868,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Kolkata Knight Riders,Dubai International Cricket Stadium,2021,Win,Batter,14.0,16.0,87.5,0.0,0.0,37.5,87.5,0.0,134.358,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2021,Loss,Batter,19.0,20.0,95.0,0.0,0.0,60.0,95.0,0.0,104.692,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Win,Batter,24.0,21.0,114.29,0.0,0.0,42.86,114.2857143,0.0,146.358,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",2021,Loss,Batter,20.0,21.0,95.24,0.0,0.0,38.1,95.23809524,0.0,101.068,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Rajasthan Royals,Dubai International Cricket Stadium,2021,Win,Batter,32.0,20.0,160.0,0.0,0.0,25.0,160.0,0.0,166.358,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021,Loss,Batter,15.0,14.0,107.14,0.0,0.0,42.86,107.1428571,0.0,93.928,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",2021,Loss,Batter,18.0,23.0,78.26,0.0,0.0,56.52,78.26086957,0.0,102.844,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Royal Challengers Bangalore,Sharjah Cricket Stadium,2021,Win,Batter,26.0,19.0,136.84,0.0,0.0,31.58,136.8421053,0.0,98.212,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Loss,Batter,4.0,6.0,66.67,0.0,0.0,33.33,66.66666667,0.0,125.692,0.0,59.80915732,Batter
KL Rahul,Punjab Kings,Powerplay,Sunrisers Hyderabad,Sharjah Cricket Stadium,2021,Loss,Batter,21.0,21.0,100.0,0.0,0.0,52.38,100.0,0.0,95.354,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Death Overs,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,Loss,Batter,13.0,7.0,185.71,0.0,0.0,0.0,185.7142857,0.0,156.936,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Death Overs,Mumbai Indians,M Chinnaswamy Stadium,2016,Loss,Batter,19.0,13.0,146.15,0.0,0.0,46.15,146.1538462,0.0,134.794,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Middle Overs,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2016,Win,Batter,18.0,13.0,138.46,0.0,0.0,23.08,138.4615385,0.0,130.008,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Middle Overs,Gujarat Lions,Saurashtra Cricket Association Stadium,2016,Loss,Batter,38.0,29.0,131.03,0.0,0.0,41.38,131.0344828,0.0,122.316,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Middle Overs,Kings XI Punjab,M Chinnaswamy Stadium,2016,Loss,Batter,16.0,7.0,228.57,0.0,0.0,14.29,228.5714286,0.0,188.144,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Middle Overs,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,Loss,Batter,3.0,4.0,75.0,0.0,0.0,25.0,75.0,0.0,127.928,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Middle Overs,Kolkata Knight Riders,M Chinnaswamy Stadium,2016,Loss,Batter,32.0,16.0,200.0,0.0,0.0,18.75,200.0,0.0,192.69,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Middle Overs,Mumbai Indians,M Chinnaswamy Stadium,2016,Loss,Batter,47.0,33.0,142.42,0.0,0.0,27.27,142.4242424,0.0,187.056,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Middle Overs,Rising Pune Supergiants,M Chinnaswamy Stadium,2016,Win,Batter,15.0,15.0,100.0,0.0,0.0,33.33,100.0,0.0,167.056,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Middle Overs,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,Win,Batter,11.0,9.0,122.22,0.0,0.0,11.11,122.2222222,0.0,158.642,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Middle Overs,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2016,Win,Batter,22.0,12.0,183.33,0.0,0.0,16.67,183.3333333,0.0,124.594,0.0,59.80915732,Batter
KL Rahul,Royal Challengers Bangalore,Powerplay,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2016,Win,Batter,20.0,10.0,200.0,0.0,0.0,30.0,200.0,0.0,146.572,0.0,59.80915732,Batter
