Player,Team,Phase,Opponent,Venue,Season,Match Result,Role_x,Runs Scored,Balls Faced,Strike Rate,Economy Rate,Wickets Taken,Dot Ball Percentage,Performance vs Team,Bowling Economy vs Team,Rolling Strike Rate,Rolling Economy Rate,Consistency Score,Role_y
A Badoni,Lucknow Super Giants,Death Overs,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Win,Batter,39.0,14.0,278.57,0.0,0.0,14.29,278.5714286,0.0,165.816,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Chennai Super Kings,"Brabourne Stadium, Mumbai",2022,Win,Batter,19.0,14.0,135.71,0.0,0.0,50.0,135.7142857,0.0,135.71,9.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Win,Batter,13.0,11.0,118.18,0.0,0.0,18.18,118.1818182,0.0,117.444,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,49.0,26.0,382.35,0.0,0.0,67.97,382.35294120000003,0.0,322.666,0.0,131.62483788,Batter
A Badoni,Lucknow Super Giants,Death Overs,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022,Win,Batter,10.0,3.0,333.33,0.0,0.0,33.33,333.3333333,0.0,234.52,10.33333333,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,21.0,14.0,295.83000000000004,0.0,0.0,12.5,295.8333333,0.0,324.69,0.0,131.62483788,Batter
A Badoni,Lucknow Super Giants,Death Overs,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Win,Batter,21.0,12.0,175.0,0.0,0.0,41.67,175.0,0.0,125.778,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Gujarat Titans,"Wankhede Stadium, Mumbai",2022,Loss,Batter,19.0,11.0,172.73,0.0,0.0,27.27,172.7272727,0.0,172.324,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Kolkata Knight Riders,"Eden Gardens, Kolkata",2023,Loss,Batter,13.0,7.0,185.71,0.0,0.0,28.57,185.7142857,0.0,173.808,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",2022,Loss,Batter,9.0,9.0,100.0,0.0,0.0,22.22,100.0,0.0,164.92,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Win,Batter,6.0,6.0,100.0,0.0,0.0,50.0,100.0,0.0,147.606,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Mumbai Indians,"Wankhede Stadium, Mumbai",2022,Loss,Batter,33.0,19.0,342.22,0.0,0.0,53.33,342.22222220000003,0.0,256.53,0.0,131.62483788,Batter
A Badoni,Lucknow Super Giants,Death Overs,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,9.0,12.0,151.43,0.0,0.0,82.86,151.42857143,0.0,301.08000000000004,0.0,131.62483788,Batter
A Badoni,Lucknow Super Giants,Death Overs,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Loss,Batter,15.0,12.0,125.0,0.0,0.0,33.33,125.0,0.0,129.97,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",2022,Win,Batter,2.0,2.0,100.0,0.0,0.0,50.0,100.0,0.0,189.68,12.5,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",2023,Win,Batter,11.0,14.0,78.57,0.0,0.0,50.0,78.57142857,0.0,133.808,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",2024,Loss,Batter,0.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,93.5,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,14.0,9.0,155.56,0.0,0.0,22.22,155.5555556,0.0,181.15,6.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Death Overs,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,Loss,Batter,29.0,14.0,207.14,0.0,0.0,7.14,207.1428571,0.0,102.428,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Win,Batter,20.0,21.0,95.24,0.0,0.0,38.1,95.23809524,0.0,110.534,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Win,Batter,10.0,8.0,125.0,0.0,0.0,12.5,125.0,0.0,99.668,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2024,Win,Batter,3.0,4.0,75.0,0.0,0.0,50.0,75.0,0.0,85.0,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Loss,Batter,24.0,21.0,114.29,0.0,0.0,28.57,114.2857143,0.0,82.858,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Loss,Batter,7.0,4.0,175.0,0.0,0.0,25.0,175.0,0.0,115.0,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022,Win,Batter,8.0,12.0,66.67,0.0,0.0,58.33,66.66666667,0.0,77.9175,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Gujarat Titans,"Wankhede Stadium, Mumbai",2022,Loss,Batter,34.0,25.0,136.0,0.0,0.0,32.0,136.0,0.0,97.534,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Win,Batter,15.0,13.0,115.38,0.0,0.0,30.77,115.3846154,0.0,100.934,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Kolkata Knight Riders,"Eden Gardens, Kolkata",2023,Loss,Batter,36.0,36.0,194.29000000000002,0.0,0.0,70.48,194.2857143,0.0,223.46800000000002,0.0,131.62483788,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",2022,Loss,Batter,6.0,10.0,60.0,0.0,0.0,50.0,60.0,0.0,87.9175,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Win,Batter,1.0,7.0,14.29,0.0,0.0,85.71,14.28571429,0.0,88.24,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Mumbai Indians,"Wankhede Stadium, Mumbai",2022,Loss,Batter,3.0,2.0,150.0,6.0,1.0,16.67,150.0,6.0,222.11066670000002,5.5,131.62483788,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Loss,Batter,4.0,5.0,80.0,0.0,0.0,20.0,80.0,0.0,111.934,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",2022,Loss,Batter,4.0,4.0,100.0,0.0,0.0,50.0,100.0,0.0,90.334,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2023,Loss,Batter,39.0,21.0,185.71,0.0,0.0,23.81,185.7142857,0.0,106.334,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Loss,Batter,3.0,3.0,100.0,0.0,0.0,0.0,100.0,0.0,116.934,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Rajasthan Royals,"Brabourne Stadium, Mumbai",2022,Loss,Bowler,0.0,0.0,0.0,5.0,1.0,50.0,0.0,5.0,109.6825,5.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2023,Loss,Batter,1.0,4.0,25.0,6.0,0.0,91.67,25.0,6.0,239.774,9.0,131.62483788,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Rajasthan Royals,"Wankhede Stadium, Mumbai",2022,Win,Batter,5.0,7.0,71.43,0.0,0.0,28.57,71.42857143,0.0,103.486,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",2022,Win,Batter,11.0,11.0,100.0,0.0,0.0,54.55,100.0,0.0,65.8325,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",2023,Win,Batter,19.0,15.0,126.67,0.0,0.0,33.33,126.6666667,0.0,104.668,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,5.0,4.0,125.0,0.0,0.0,50.0,125.0,0.0,82.0825,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Middle Overs,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,Loss,Batter,26.0,18.0,144.44,19.0,0.0,33.33,144.4444444,19.0,240.187,10.0,131.62483788,Batter
A Badoni,Lucknow Super Giants,Powerplay,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2024,Win,Batter,3.0,5.0,60.0,0.0,0.0,60.0,60.0,0.0,42.606,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Powerplay,Gujarat Titans,"Wankhede Stadium, Mumbai",2022,Loss,Batter,1.0,6.0,16.67,0.0,0.0,83.33,16.66666667,0.0,8.335,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Powerplay,Kolkata Knight Riders,"Eden Gardens, Kolkata",2024,Loss,Batter,5.0,6.0,83.33,0.0,0.0,66.67,83.33333333,0.0,59.272,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Powerplay,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2023,Loss,Batter,4.0,4.0,100.0,0.0,0.0,175.0,100.0,0.0,104.09,0.0,131.62483788,Batter
A Badoni,Lucknow Super Giants,Powerplay,Rajasthan Royals,"Brabourne Stadium, Mumbai",2022,Win,Batter,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Powerplay,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2024,Win,Batter,1.0,5.0,20.0,0.0,0.0,80.0,20.0,0.0,59.938,0.0,65.81241894,Batter
A Badoni,Lucknow Super Giants,Powerplay,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Win,Batter,4.0,11.0,36.36,0.0,0.0,63.64,36.36363636,0.0,17.67666667,0.0,65.81241894,Batter
A Kamboj,Mumbai Indians,Middle Overs,Kolkata Knight Riders,"Eden Gardens, Kolkata",2024,Loss,Batter,2.0,2.0,100.0,9.0,0.0,16.67,100.0,9.0,200.0,20.95166667,0.0,Unknown
A Kamboj,Mumbai Indians,Middle Overs,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2024,Loss,Bowler,0.0,0.0,0.0,11.25,0.0,43.75,0.0,11.25,100.0,11.4625,0.0,Unknown
A Kamboj,Mumbai Indians,Middle Overs,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",2024,Loss,Bowler,0.0,0.0,0.0,5.0,1.0,41.67,0.0,5.0,100.0,9.2125,0.0,Unknown
A Kamboj,Mumbai Indians,Powerplay,Kolkata Knight Riders,"Eden Gardens, Kolkata",2024,Loss,Bowler,0.0,0.0,0.0,6.46,1.0,53.85,0.0,6.46,0.0,6.46,0.0,Unknown
A Kamboj,Mumbai Indians,Powerplay,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2024,Loss,Bowler,0.0,0.0,0.0,14.0,0.0,16.67,0.0,14.0,0.0,10.23,0.0,Unknown
A Kamboj,Mumbai Indians,Powerplay,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",2024,Loss,Bowler,0.0,0.0,0.0,11.6,0.0,40.0,0.0,11.6,0.0,10.68666667,0.0,Unknown
A Manohar,Gujarat Titans,Death Overs,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022,Loss,Batter,1.0,2.0,50.0,0.0,0.0,50.0,50.0,0.0,86.0,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Death Overs,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2023,Win,Batter,3.0,5.0,60.0,0.0,0.0,40.0,60.0,0.0,110.858,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Death Overs,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,2.0,5.0,40.0,0.0,0.0,60.0,40.0,0.0,71.334,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Death Overs,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2022,Win,Batter,15.0,7.0,214.29,0.0,0.0,14.29,214.2857143,0.0,108.858,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Death Overs,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023,Loss,Batter,20.0,7.0,285.71,0.0,0.0,14.29,285.7142857,0.0,160.0,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Death Overs,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",2023,Loss,Batter,25.0,11.0,227.27,0.0,0.0,18.18,227.2727273,0.0,167.454,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Death Overs,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,19.0,10.0,190.0,0.0,0.0,30.0,190.0,0.0,89.334,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Middle Overs,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2023,Loss,Batter,31.0,39.0,174.19,0.0,0.0,91.94,174.19354839,0.0,202.922,0.0,155.6436661,Unknown
A Manohar,Gujarat Titans,Middle Overs,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023,Loss,Batter,14.0,8.0,175.0,0.0,0.0,37.5,175.0,0.0,88.504,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Middle Overs,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Loss,Batter,3.0,5.0,60.0,0.0,0.0,40.0,60.0,0.0,68.322,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Middle Overs,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023,Loss,Batter,22.0,14.0,157.14,0.0,0.0,28.57,157.1428571,0.0,93.266,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Middle Overs,Mumbai Indians,"Wankhede Stadium, Mumbai",2023,Win,Batter,2.0,3.0,66.67,0.0,0.0,33.33,66.66666667,0.0,114.6,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Middle Overs,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,43.0,29.0,148.28,0.0,0.0,31.03,148.2758621,0.0,82.76,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Middle Overs,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",2023,Loss,Batter,2.0,2.0,100.0,0.0,0.0,0.0,100.0,0.0,113.266,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Middle Overs,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2024,Win,Batter,1.0,2.0,50.0,0.0,0.0,50.0,50.0,0.0,94.762,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Middle Overs,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",2022,Loss,Batter,16.0,12.0,133.33,0.0,0.0,41.67,133.3333333,0.0,95.4025,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Middle Overs,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",2022,Win,Batter,0.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,76.322,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Powerplay,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022,Win,Batter,12.0,12.0,100.0,0.0,0.0,50.0,100.0,0.0,100.0,0.0,77.82183305,Unknown
A Manohar,Gujarat Titans,Powerplay,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024,Loss,Batter,0.0,6.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,77.82183305,Unknown
A Mishra,Delhi Capitals,Death Overs,Chennai Super Kings,Arun Jaitley Stadium,2019,Win,Bowler,0.0,0.0,0.0,9.0,0.0,33.33,0.0,9.0,75.0,9.0,85.6960757,Bowler
A Mishra,Delhi Capitals,Death Overs,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019,Loss,Batter,6.0,3.0,200.0,0.0,0.0,33.33,200.0,0.0,133.335,9.916666667,85.6960757,Bowler
A Mishra,Delhi Capitals,Death Overs,Chennai Super Kings,MA Chidambaram Stadium,2019,Win,Batter,0.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,75.0,9.0,85.6960757,Bowler
A Mishra,Delhi Capitals,Death Overs,Kolkata Knight Riders,Arun Jaitley Stadium,2019,Win,Bowler,0.0,0.0,0.0,12.0,1.0,42.86,0.0,12.0,77.77666667,10.5,85.6960757,Bowler
A Mishra,Delhi Capitals,Death Overs,Mumbai Indians,Arun Jaitley Stadium,2019,Win,Batter,6.0,9.0,66.67,0.0,0.0,44.44,66.66666667,0.0,66.67,8.9375,85.6960757,Bowler
A Mishra,Delhi Capitals,Death Overs,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Loss,Bowler,0.0,0.0,0.0,5.0,1.0,33.33,0.0,5.0,16.665,8.666666667,85.6960757,Bowler
A Mishra,Delhi Capitals,Death Overs,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019,Win,Batter,1.0,3.0,33.33,0.0,0.0,66.67,33.33333333,0.0,100.0,10.5,85.6960757,Bowler
A Mishra,Delhi Capitals,Death Overs,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Loss,Bowler,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,9.25,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Chennai Super Kings,Arun Jaitley Stadium,2019,Win,Bowler,0.0,0.0,0.0,7.89,2.0,42.11,0.0,7.89,88.89,9.65,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019,Win,Bowler,0.0,0.0,0.0,5.25,1.0,37.5,0.0,5.25,0.0,6.494,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Chennai Super Kings,Dubai International Cricket Stadium,2020/21,Win,Bowler,0.0,0.0,0.0,5.75,0.0,25.0,0.0,5.75,0.0,5.932,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Chennai Super Kings,MA Chidambaram Stadium,2019,Loss,Batter,8.0,9.0,88.89,5.33,0.0,77.77,88.88888889,5.33,88.89,15.787500000000001,171.3921514,Bowler
A Mishra,Delhi Capitals,Middle Overs,Chennai Super Kings,"Wankhede Stadium, Mumbai",2021,Loss,Bowler,0.0,0.0,0.0,9.0,0.0,22.22,0.0,9.0,0.0,8.3,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Kings XI Punjab,Arun Jaitley Stadium,2019,Loss,Bowler,0.0,0.0,0.0,10.25,0.0,8.33,0.0,10.25,0.0,6.814,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Kolkata Knight Riders,Arun Jaitley Stadium,2019,Win,Bowler,0.0,0.0,0.0,7.0,0.0,44.44,0.0,7.0,88.89,7.9725,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Kolkata Knight Riders,Sharjah Cricket Stadium,2020/21,Win,Bowler,0.0,0.0,0.0,6.0,1.0,38.46,0.0,6.0,0.0,6.082,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Mumbai Indians,Arun Jaitley Stadium,2019,Loss,Bowler,0.0,0.0,0.0,6.0,1.0,38.89,0.0,6.0,0.0,7.148,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Loss,Bowler,0.0,0.0,0.0,15.82,3.0,63.64,0.0,15.82,88.89,14.126,171.3921514,Bowler
A Mishra,Delhi Capitals,Middle Overs,Rajasthan Royals,Arun Jaitley Stadium,2019,Loss,Bowler,0.0,0.0,0.0,4.25,3.0,45.83,0.0,4.25,0.0,7.234,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Rajasthan Royals,Sawai Mansingh Stadium,2019,Loss,Bowler,0.0,0.0,0.0,9.33,0.0,16.67,0.0,9.33,0.0,6.126,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Royal Challengers Bangalore,Arun Jaitley Stadium,2019,Win,Bowler,0.0,0.0,0.0,6.72,2.0,36.0,0.0,6.72,0.0,7.244,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",2021,Loss,Bowler,0.0,0.0,0.0,9.0,1.0,11.11,0.0,9.0,0.0,6.164,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019,Loss,Bowler,0.0,0.0,0.0,4.0,1.0,41.67,0.0,4.0,0.0,5.244,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Loss,Bowler,0.0,0.0,0.0,6.67,1.0,44.44,0.0,6.67,0.0,5.942,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2019,Win,Bowler,0.0,0.0,0.0,4.33,0.0,44.44,0.0,4.33,88.89,7.305,85.6960757,Bowler
A Mishra,Delhi Capitals,Middle Overs,Sunrisers Hyderabad,Sheikh Zayed Stadium,2020/21,Loss,Bowler,0.0,0.0,0.0,8.75,2.0,25.0,0.0,8.75,0.0,7.032,85.6960757,Bowler
A Mishra,Delhi Capitals,Powerplay,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",2021,Loss,Bowler,0.0,0.0,0.0,10.0,0.0,33.33,0.0,10.0,0.0,13.0,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2015,Win,Batter,4.0,5.0,80.0,0.0,0.0,40.0,80.0,0.0,71.11,5.91,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Gujarat Lions,Green Park,2017,Win,Batter,8.0,2.0,400.0,0.0,0.0,0.0,400.0,0.0,177.0,0.0,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Kings XI Punjab,Arun Jaitley Stadium,2018,Win,Batter,1.0,2.0,50.0,0.0,0.0,50.0,50.0,0.0,143.094,0.0,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Kings XI Punjab,Maharashtra Cricket Association Stadium,2015,Loss,Bowler,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,50.0,9.75,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016,Loss,Batter,1.0,3.0,33.33,12.0,0.0,100.0,33.33333333,12.0,159.094,11.2,171.3921514,Bowler
A Mishra,Delhi Daredevils,Death Overs,Kolkata Knight Riders,Eden Gardens,2015,Loss,Bowler,0.0,0.0,0.0,8.0,0.0,33.33,0.0,8.0,135.1175,8.0,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Kolkata Knight Riders,Feroz Shah Kotla,2015,Win,Bowler,1.0,1.0,100.0,31.8,2.0,101.9,100.0,31.8,113.48833333,34.523333333000004,342.7843028,Bowler
A Mishra,Delhi Daredevils,Death Overs,Mumbai Indians,Feroz Shah Kotla,2016,Win,Bowler,0.0,0.0,0.0,4.0,0.0,50.0,0.0,4.0,0.0,10.0,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Rajasthan Royals,Brabourne Stadium,2015,Win,Batter,1.0,3.0,33.33,0.0,0.0,66.67,33.33333333,0.0,33.33,7.2925,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Rajasthan Royals,Feroz Shah Kotla,2015,Win,Bowler,0.0,0.0,0.0,6.0,0.0,28.57,0.0,6.0,41.665,6.666666667,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Rising Pune Supergiant,Feroz Shah Kotla,2017,Loss,Batter,13.0,10.0,130.0,0.0,0.0,30.0,130.0,0.0,85.8325,4.32,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Rising Pune Supergiants,Feroz Shah Kotla,2016,Win,Bowler,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,10.0,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Royal Challengers Bangalore,Feroz Shah Kotla,2017,Win,Batter,7.0,4.0,175.0,0.0,0.0,50.0,175.0,0.0,103.666,0.0,85.6960757,Bowler
A Mishra,Delhi Daredevils,Death Overs,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2017,Win,Batter,8.0,14.0,57.14,0.0,0.0,50.0,57.14285714,0.0,168.428,0.0,85.6960757,Bowler
A Mishra,Delhi Daredevils,Middle Overs,Chennai Super Kings,Arun Jaitley Stadium,2018,Win,Bowler,0.0,0.0,0.0,5.0,2.0,50.0,0.0,5.0,0.0,6.866,85.6960757,Bowler
A Mishra,Delhi Daredevils,Middle Overs,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2015,Loss,Bowler,0.0,0.0,0.0,5.25,1.0,41.67,0.0,5.25,0.0,7.658,85.6960757,Bowler
